"# DATASET= tango://g-v-csdb-0.maxiv.lu.se:10000/R3-317U3/DIA/BPM-02/fa"
# t, [x, y]
2023-09-24_04:54:00.000000000, [992, -267]
2023-09-24_04:54:00.122989066, [-1082, 32]
2023-09-24_04:54:00.123087694, [-745, 111]
2023-09-24_04:54:00.123186322, [-129, -76]
2023-09-24_04:54:00.123284950, [210, -166]
2023-09-24_04:54:00.123383578, [361, -23]
2023-09-24_04:54:00.123482206, [674, 57]
2023-09-24_04:54:00.123580834, [799, 169]
2023-09-24_04:54:00.123679462, [618, 91]
2023-09-24_04:54:00.123778090, [761, -18]
2023-09-24_04:54:00.123876718, [411, 58]
2023-09-24_04:54:00.123975345, [64, 48]
2023-09-24_04:54:00.124073973, [350, -67]
2023-09-24_04:54:00.124172601, [576, -97]
2023-09-24_04:54:00.124271229, [730, 114]
2023-09-24_04:54:00.124369857, [623, 221]
2023-09-24_04:54:00.124468485, [425, 199]
2023-09-24_04:54:00.124567113, [433, 266]
2023-09-24_04:54:00.124665741, [450, 322]
2023-09-24_04:54:00.124764369, [-61, 87]
2023-09-24_04:54:00.124862997, [-377, -3]
2023-09-24_04:54:00.124961625, [-432, 82]
2023-09-24_04:54:00.125060253, [-611, 88]
2023-09-24_04:54:00.125158881, [-576, 154]
2023-09-24_04:54:00.125257509, [-46, 163]
2023-09-24_04:54:00.125356137, [557, 23]
2023-09-24_04:54:00.125454765, [725, 26]
2023-09-24_04:54:00.125553393, [1202, 224]
2023-09-24_04:54:00.125652021, [955, 310]
2023-09-24_04:54:00.125750649, [-258, 311]
2023-09-24_04:54:00.125849277, [-1176, 388]
2023-09-24_04:54:00.125947905, [-1032, 604]
2023-09-24_04:54:00.126046533, [44, 594]
2023-09-24_04:54:00.126145161, [551, 290]
2023-09-24_04:54:00.126243789, [440, 305]
2023-09-24_04:54:00.126342417, [-86, 375]
2023-09-24_04:54:00.126441044, [-969, 284]
2023-09-24_04:54:00.126539672, [-1160, 182]
2023-09-24_04:54:00.126638300, [-726, 214]
2023-09-24_04:54:00.126736928, [-143, 452]
2023-09-24_04:54:00.126835556, [601, 504]
2023-09-24_04:54:00.126934184, [1223, 389]
2023-09-24_04:54:00.127032812, [1446, 321]
2023-09-24_04:54:00.127131440, [1048, 307]
2023-09-24_04:54:00.127230068, [47, 254]
2023-09-24_04:54:00.127328696, [-798, 146]
2023-09-24_04:54:00.127427324, [-975, 223]
2023-09-24_04:54:00.127525952, [-528, 220]
2023-09-24_04:54:00.127624580, [-257, -6]
2023-09-24_04:54:00.127723208, [-221, -68]
2023-09-24_04:54:00.127821836, [117, 118]
2023-09-24_04:54:00.127920464, [457, 171]
2023-09-24_04:54:00.128019092, [792, 45]
2023-09-24_04:54:00.128117720, [817, 14]
2023-09-24_04:54:00.128216348, [616, 137]
2023-09-24_04:54:00.128314976, [71, 318]
2023-09-24_04:54:00.128413604, [-569, 361]
2023-09-24_04:54:00.128512232, [-420, 175]
2023-09-24_04:54:00.128610860, [-102, -5]
2023-09-24_04:54:00.128709488, [45, -127]
2023-09-24_04:54:00.128808116, [23, -153]
2023-09-24_04:54:00.128906743, [-413, 56]
2023-09-24_04:54:00.129005371, [-475, 103]
2023-09-24_04:54:00.129103999, [-157, 5]
2023-09-24_04:54:00.129202627, [-303, -93]
2023-09-24_04:54:00.129301255, [-557, -171]
2023-09-24_04:54:00.129399883, [-321, -70]
2023-09-24_04:54:00.129498511, [563, 205]
2023-09-24_04:54:00.129597139, [1288, 268]
2023-09-24_04:54:00.129695767, [870, -20]
2023-09-24_04:54:00.129794395, [76, -200]
2023-09-24_04:54:00.129893023, [-83, -240]
2023-09-24_04:54:00.129991651, [-331, -122]
2023-09-24_04:54:00.130090279, [-253, -117]
2023-09-24_04:54:00.130188907, [165, -192]
2023-09-24_04:54:00.130287535, [87, -88]
2023-09-24_04:54:00.130386163, [5, 74]
2023-09-24_04:54:00.130484791, [-140, 281]
2023-09-24_04:54:00.130583419, [-82, 302]
2023-09-24_04:54:00.130682047, [653, 151]
2023-09-24_04:54:00.130780675, [1338, -108]
2023-09-24_04:54:00.130879303, [1275, -269]
2023-09-24_04:54:00.130977931, [442, -146]
2023-09-24_04:54:00.131076559, [-299, -137]
2023-09-24_04:54:00.131175187, [-280, -280]
2023-09-24_04:54:00.131273815, [49, -387]
2023-09-24_04:54:00.131372442, [-504, -411]
2023-09-24_04:54:00.131471070, [-1373, -320]
2023-09-24_04:54:00.131569698, [-1356, -111]
2023-09-24_04:54:00.131668326, [-548, -105]
2023-09-24_04:54:00.131766954, [640, -374]
2023-09-24_04:54:00.131865582, [1310, -430]
2023-09-24_04:54:00.131964210, [1207, -272]
2023-09-24_04:54:00.132062838, [369, -128]
2023-09-24_04:54:00.132161466, [-505, -209]
2023-09-24_04:54:00.132260094, [-440, -274]
2023-09-24_04:54:00.132358722, [-106, -94]
2023-09-24_04:54:00.132457350, [-27, -114]
2023-09-24_04:54:00.132555978, [353, -104]
2023-09-24_04:54:00.132654606, [269, -39]
2023-09-24_04:54:00.132753234, [-436, -76]
2023-09-24_04:54:00.132851862, [-930, 19]
2023-09-24_04:54:00.132950490, [-919, 246]
2023-09-24_04:54:00.133049118, [-568, 307]
2023-09-24_04:54:00.133147746, [-300, 151]
2023-09-24_04:54:00.133246374, [393, -47]
2023-09-24_04:54:00.133345002, [893, -79]
2023-09-24_04:54:00.133443630, [686, 38]
2023-09-24_04:54:00.133542258, [436, 8]
2023-09-24_04:54:00.133640886, [654, 36]
2023-09-24_04:54:00.133739514, [586, 0]
2023-09-24_04:54:00.133838141, [-493, -94]
2023-09-24_04:54:00.133936769, [-1477, -81]
2023-09-24_04:54:00.134035397, [-1560, -14]
2023-09-24_04:54:00.134134025, [-736, 179]
2023-09-24_04:54:00.134232653, [168, 314]
2023-09-24_04:54:00.134331281, [187, 166]
2023-09-24_04:54:00.134429909, [448, 102]
2023-09-24_04:54:00.134528537, [901, 126]
2023-09-24_04:54:00.134627165, [847, -114]
2023-09-24_04:54:00.134725793, [290, -202]
2023-09-24_04:54:00.134824421, [-505, -1]
2023-09-24_04:54:00.134923049, [-887, 155]
2023-09-24_04:54:00.135021677, [-681, 96]
2023-09-24_04:54:00.135120305, [-115, 23]
2023-09-24_04:54:00.135218933, [-62, 237]
2023-09-24_04:54:00.135317561, [-269, 326]
2023-09-24_04:54:00.135416189, [-158, 153]
2023-09-24_04:54:00.135514817, [32, 141]
2023-09-24_04:54:00.135613445, [188, 222]
2023-09-24_04:54:00.135712073, [-150, 279]
2023-09-24_04:54:00.135810701, [-675, 220]
2023-09-24_04:54:00.135909329, [-474, 39]
2023-09-24_04:54:00.136007957, [34, 155]
2023-09-24_04:54:00.136106585, [431, 280]
2023-09-24_04:54:00.136205213, [674, 100]
2023-09-24_04:54:00.136303840, [576, -4]
2023-09-24_04:54:00.136402468, [431, 89]
2023-09-24_04:54:00.136501096, [-277, 235]
2023-09-24_04:54:00.136599724, [-1420, 167]
2023-09-24_04:54:00.136698352, [-1782, 109]
2023-09-24_04:54:00.136796980, [-1023, 223]
2023-09-24_04:54:00.136895608, [66, 245]
2023-09-24_04:54:00.136994236, [800, 22]
2023-09-24_04:54:00.137092864, [791, -30]
2023-09-24_04:54:00.137191492, [762, -34]
2023-09-24_04:54:00.137290120, [964, -110]
2023-09-24_04:54:00.137388748, [319, -79]
2023-09-24_04:54:00.137487376, [-575, -241]
2023-09-24_04:54:00.137586004, [-900, -279]
2023-09-24_04:54:00.137684632, [-461, -60]
2023-09-24_04:54:00.137783260, [319, -18]
2023-09-24_04:54:00.137881888, [340, -80]
2023-09-24_04:54:00.137980516, [-257, -164]
2023-09-24_04:54:00.138079144, [-605, -185]
2023-09-24_04:54:00.138177772, [-426, -76]
2023-09-24_04:54:00.138276400, [260, -135]
2023-09-24_04:54:00.138375028, [922, -279]
2023-09-24_04:54:00.138473656, [891, -377]
2023-09-24_04:54:00.138572284, [402, -490]
2023-09-24_04:54:00.138670912, [-344, -546]
2023-09-24_04:54:00.138769540, [-490, -383]
2023-09-24_04:54:00.138868167, [502, -247]
2023-09-24_04:54:00.138966795, [1481, -306]
2023-09-24_04:54:00.139065423, [1448, -317]
2023-09-24_04:54:00.139164051, [614, -316]
2023-09-24_04:54:00.139262679, [-145, -184]
2023-09-24_04:54:00.139361307, [-162, -122]
2023-09-24_04:54:00.139459935, [428, -348]
2023-09-24_04:54:00.139558563, [643, -577]
2023-09-24_04:54:00.139657191, [942, -544]
2023-09-24_04:54:00.139755819, [1525, -313]
2023-09-24_04:54:00.139854447, [1428, -187]
2023-09-24_04:54:00.139953075, [834, -144]
2023-09-24_04:54:00.140051703, [136, -179]
2023-09-24_04:54:00.140150331, [-488, -256]
2023-09-24_04:54:00.140248959, [-203, -261]
2023-09-24_04:54:00.140347587, [276, -394]
2023-09-24_04:54:00.140446215, [63, -376]
2023-09-24_04:54:00.140544843, [-72, -275]
2023-09-24_04:54:00.140643471, [301, -301]
2023-09-24_04:54:00.140742099, [443, -327]
2023-09-24_04:54:00.140840727, [54, -470]
2023-09-24_04:54:00.140939355, [-88, -382]
2023-09-24_04:54:00.141037983, [515, -244]
2023-09-24_04:54:00.141136611, [1049, -248]
2023-09-24_04:54:00.141235239, [625, -173]
2023-09-24_04:54:00.141333866, [366, -188]
2023-09-24_04:54:00.141432494, [417, -264]
2023-09-24_04:54:00.141531122, [271, -276]
2023-09-24_04:54:00.141629750, [509, -367]
2023-09-24_04:54:00.141728378, [775, -491]
2023-09-24_04:54:00.141827006, [695, -395]
2023-09-24_04:54:00.141925634, [376, -414]
2023-09-24_04:54:00.142024262, [2, -450]
2023-09-24_04:54:00.142122890, [-67, -469]
2023-09-24_04:54:00.142221518, [168, -480]
2023-09-24_04:54:00.142320146, [594, -328]
2023-09-24_04:54:00.142418774, [510, -315]
2023-09-24_04:54:00.142517402, [-266, -352]
2023-09-24_04:54:00.142616030, [-461, -231]
2023-09-24_04:54:00.142714658, [76, -201]
2023-09-24_04:54:00.142813286, [112, -182]
2023-09-24_04:54:00.142911914, [137, -240]
2023-09-24_04:54:00.143010542, [468, -254]
2023-09-24_04:54:00.143109170, [283, -139]
2023-09-24_04:54:00.143207798, [-113, -218]
2023-09-24_04:54:00.143306426, [-497, -297]
2023-09-24_04:54:00.143405054, [-201, -207]
2023-09-24_04:54:00.143503682, [531, -81]
2023-09-24_04:54:00.143602310, [917, -120]
2023-09-24_04:54:00.143700938, [624, -217]
2023-09-24_04:54:00.143799565, [-151, -98]
2023-09-24_04:54:00.143898193, [-639, -69]
2023-09-24_04:54:00.143996821, [-542, -196]
2023-09-24_04:54:00.144095449, [-199, -189]
2023-09-24_04:54:00.144194077, [19, -160]
2023-09-24_04:54:00.144292705, [-367, -244]
2023-09-24_04:54:00.144391333, [-1082, -293]
2023-09-24_04:54:00.144489961, [-1090, -231]
2023-09-24_04:54:00.144588589, [-239, -91]
2023-09-24_04:54:00.144687217, [484, 116]
2023-09-24_04:54:00.144785845, [297, 252]
2023-09-24_04:54:00.144884473, [57, 271]
2023-09-24_04:54:00.144983101, [40, 197]
2023-09-24_04:54:00.145081729, [-223, 100]
2023-09-24_04:54:00.145180357, [-649, -23]
2023-09-24_04:54:00.145278985, [-897, -63]
2023-09-24_04:54:00.145377613, [-599, -123]
2023-09-24_04:54:00.145476241, [-199, -80]
2023-09-24_04:54:00.145574869, [-71, 1]
2023-09-24_04:54:00.145673497, [-270, 48]
2023-09-24_04:54:00.145772125, [-433, 45]
2023-09-24_04:54:00.145870753, [-11, 18]
2023-09-24_04:54:00.145969381, [-65, 78]
2023-09-24_04:54:00.146068009, [-612, -64]
2023-09-24_04:54:00.146166637, [-363, -106]
2023-09-24_04:54:00.146265264, [241, -53]
2023-09-24_04:54:00.146363892, [340, -20]
2023-09-24_04:54:00.146462520, [-401, -146]
2023-09-24_04:54:00.146561148, [-1218, -105]
2023-09-24_04:54:00.146659776, [-1195, 175]
2023-09-24_04:54:00.146758404, [-736, 328]
2023-09-24_04:54:00.146857032, [-291, 331]
2023-09-24_04:54:00.146955660, [-8, 228]
2023-09-24_04:54:00.147054288, [137, 267]
2023-09-24_04:54:00.147152916, [-71, 185]
2023-09-24_04:54:00.147251544, [-823, 231]
2023-09-24_04:54:00.147350172, [-1291, 383]
2023-09-24_04:54:00.147448800, [-1200, 209]
2023-09-24_04:54:00.147547428, [-879, 91]
2023-09-24_04:54:00.147646056, [-231, 221]
2023-09-24_04:54:00.147744684, [536, 325]
2023-09-24_04:54:00.147843312, [911, 234]
2023-09-24_04:54:00.147941940, [823, 296]
2023-09-24_04:54:00.148040568, [246, 485]
2023-09-24_04:54:00.148139196, [-551, 434]
2023-09-24_04:54:00.148237824, [-826, 94]
2023-09-24_04:54:00.148336452, [-889, 17]
2023-09-24_04:54:00.148435080, [-887, 250]
2023-09-24_04:54:00.148533708, [-496, 416]
2023-09-24_04:54:00.148632336, [340, 371]
2023-09-24_04:54:00.148730963, [961, 268]
2023-09-24_04:54:00.148829591, [470, 261]
2023-09-24_04:54:00.148928219, [-122, 298]
2023-09-24_04:54:00.149026847, [-113, 232]
2023-09-24_04:54:00.149125475, [78, 153]
2023-09-24_04:54:00.149224103, [185, 273]
2023-09-24_04:54:00.149322731, [-177, 470]
2023-09-24_04:54:00.149421359, [-715, 499]
2023-09-24_04:54:00.149519987, [-816, 498]
2023-09-24_04:54:00.149618615, [-416, 472]
2023-09-24_04:54:00.149717243, [54, 428]
2023-09-24_04:54:00.149815871, [37, 408]
2023-09-24_04:54:00.149914499, [-295, 425]
2023-09-24_04:54:00.150013127, [92, 411]
2023-09-24_04:54:00.150111755, [647, 311]
2023-09-24_04:54:00.150210383, [761, 244]
2023-09-24_04:54:00.150309011, [647, 318]
2023-09-24_04:54:00.150407639, [282, 352]
2023-09-24_04:54:00.150506267, [-125, 350]
2023-09-24_04:54:00.150604895, [50, 458]
2023-09-24_04:54:00.150703523, [434, 334]
2023-09-24_04:54:00.150802151, [557, 197]
2023-09-24_04:54:00.150900779, [241, 174]
2023-09-24_04:54:00.150999407, [-437, 160]
2023-09-24_04:54:00.151098035, [-381, 253]
2023-09-24_04:54:00.151196662, [143, 248]
2023-09-24_04:54:00.151295290, [312, 98]
2023-09-24_04:54:00.151393918, [339, 41]
2023-09-24_04:54:00.151492546, [613, 33]
2023-09-24_04:54:00.151591174, [737, 42]
2023-09-24_04:54:00.151689802, [623, 391]
2023-09-24_04:54:00.151788430, [411, 488]
2023-09-24_04:54:00.151887058, [-13, 203]
2023-09-24_04:54:00.151985686, [-234, 101]
2023-09-24_04:54:00.152084314, [-116, 156]
2023-09-24_04:54:00.152182942, [31, 345]
2023-09-24_04:54:00.152281570, [35, 207]
2023-09-24_04:54:00.152380198, [-173, -67]
2023-09-24_04:54:00.152478826, [130, -128]
2023-09-24_04:54:00.152577454, [936, -71]
2023-09-24_04:54:00.152676082, [1340, 1]
2023-09-24_04:54:00.152774710, [1029, -21]
2023-09-24_04:54:00.152873338, [-169, -134]
2023-09-24_04:54:00.152971966, [-1052, -236]
2023-09-24_04:54:00.153070594, [-451, -184]
2023-09-24_04:54:00.153169222, [332, -240]
2023-09-24_04:54:00.153267850, [470, -93]
2023-09-24_04:54:00.153366478, [389, 127]
2023-09-24_04:54:00.153465106, [-13, -74]
2023-09-24_04:54:00.153563734, [-170, -207]
2023-09-24_04:54:00.153662361, [-58, -94]
2023-09-24_04:54:00.153760989, [-105, -94]
2023-09-24_04:54:00.153859617, [-362, -232]
2023-09-24_04:54:00.153958245, [-561, -419]
2023-09-24_04:54:00.154056873, [-243, -302]
2023-09-24_04:54:00.154155501, [272, -171]
2023-09-24_04:54:00.154254129, [258, -248]
2023-09-24_04:54:00.154352757, [394, -207]
2023-09-24_04:54:00.154451385, [637, -77]
2023-09-24_04:54:00.154550013, [350, -222]
2023-09-24_04:54:00.154648641, [-32, -247]
2023-09-24_04:54:00.154747269, [-721, -190]
2023-09-24_04:54:00.154845897, [-1227, 9]
2023-09-24_04:54:00.154944525, [-604, 204]
2023-09-24_04:54:00.155043153, [374, -51]
2023-09-24_04:54:00.155141781, [235, -253]
2023-09-24_04:54:00.155240409, [-376, -259]
2023-09-24_04:54:00.155339037, [-494, -249]
2023-09-24_04:54:00.155437665, [-210, -161]
2023-09-24_04:54:00.155536293, [72, -23]
2023-09-24_04:54:00.155634921, [128, -12]
2023-09-24_04:54:00.155733549, [-82, -244]
2023-09-24_04:54:00.155832177, [-254, -484]
2023-09-24_04:54:00.155930805, [164, -422]
2023-09-24_04:54:00.156029433, [459, -126]
2023-09-24_04:54:00.156128060, [113, -75]
2023-09-24_04:54:00.156226688, [-360, -135]
2023-09-24_04:54:00.156325316, [-971, -88]
2023-09-24_04:54:00.156423944, [-1593, -155]
2023-09-24_04:54:00.156522572, [-1534, -198]
2023-09-24_04:54:00.156621200, [-591, -136]
2023-09-24_04:54:00.156719828, [204, -71]
2023-09-24_04:54:00.156818456, [375, -16]
2023-09-24_04:54:00.156917084, [368, 31]
2023-09-24_04:54:00.157015712, [51, -16]
2023-09-24_04:54:00.157114340, [-241, -47]
2023-09-24_04:54:00.157212968, [220, -89]
2023-09-24_04:54:00.157311596, [620, -116]
2023-09-24_04:54:00.157410224, [123, -100]
2023-09-24_04:54:00.157508852, [-314, -114]
2023-09-24_04:54:00.157607480, [-113, -40]
2023-09-24_04:54:00.157706108, [-442, 139]
2023-09-24_04:54:00.157804736, [-928, 142]
2023-09-24_04:54:00.157903364, [-525, 114]
2023-09-24_04:54:00.158001992, [-66, 201]
2023-09-24_04:54:00.158100620, [278, 184]
2023-09-24_04:54:00.158199248, [568, -37]
2023-09-24_04:54:00.158297876, [406, -127]
2023-09-24_04:54:00.158396504, [145, -66]
2023-09-24_04:54:00.158495132, [347, -123]
2023-09-24_04:54:00.158593760, [344, -122]
2023-09-24_04:54:00.158692387, [-333, -168]
2023-09-24_04:54:00.158791015, [-1091, -39]
2023-09-24_04:54:00.158889643, [-921, 62]
2023-09-24_04:54:00.158988271, [35, 101]
2023-09-24_04:54:00.159086899, [717, 235]
2023-09-24_04:54:00.159185527, [763, 179]
2023-09-24_04:54:00.159284155, [625, 36]
2023-09-24_04:54:00.159382783, [434, -27]
2023-09-24_04:54:00.159481411, [186, -8]
2023-09-24_04:54:00.159580039, [440, -63]
2023-09-24_04:54:00.159678667, [807, -231]
2023-09-24_04:54:00.159777295, [1001, -232]
2023-09-24_04:54:00.159875923, [762, -205]
2023-09-24_04:54:00.159974551, [206, -68]
2023-09-24_04:54:00.160073179, [-195, 9]
2023-09-24_04:54:00.160171807, [-563, -58]
2023-09-24_04:54:00.160270435, [-619, -6]
2023-09-24_04:54:00.160369063, [53, -26]
2023-09-24_04:54:00.160467691, [865, -6]
2023-09-24_04:54:00.160566319, [1164, 22]
2023-09-24_04:54:00.160664947, [951, -43]
2023-09-24_04:54:00.160763575, [892, -75]
2023-09-24_04:54:00.160862203, [582, -88]
2023-09-24_04:54:00.160960831, [-102, -106]
2023-09-24_04:54:00.161059459, [-294, -183]
2023-09-24_04:54:00.161158086, [-227, -250]
2023-09-24_04:54:00.161256714, [69, -355]
2023-09-24_04:54:00.161355342, [230, -409]
2023-09-24_04:54:00.161453970, [-178, -300]
2023-09-24_04:54:00.161552598, [-663, -331]
2023-09-24_04:54:00.161651226, [-831, -239]
2023-09-24_04:54:00.161749854, [-37, -111]
2023-09-24_04:54:00.161848482, [857, -169]
2023-09-24_04:54:00.161947110, [1005, -190]
2023-09-24_04:54:00.162045738, [544, -173]
2023-09-24_04:54:00.162144366, [-406, -157]
2023-09-24_04:54:00.162242994, [-690, -209]
2023-09-24_04:54:00.162341622, [-155, -366]
2023-09-24_04:54:00.162440250, [322, -258]
2023-09-24_04:54:00.162538878, [488, -66]
2023-09-24_04:54:00.162637506, [306, -144]
2023-09-24_04:54:00.162736134, [515, -374]
2023-09-24_04:54:00.162834762, [958, -510]
2023-09-24_04:54:00.162933390, [794, -424]
2023-09-24_04:54:00.163032018, [59, -276]
2023-09-24_04:54:00.163130646, [-528, -70]
2023-09-24_04:54:00.163229274, [-688, -120]
2023-09-24_04:54:00.163327902, [-445, -136]
2023-09-24_04:54:00.163426530, [-103, 53]
2023-09-24_04:54:00.163525158, [-125, -106]
2023-09-24_04:54:00.163623785, [-121, -171]
2023-09-24_04:54:00.163722413, [275, -123]
2023-09-24_04:54:00.163821041, [532, -104]
2023-09-24_04:54:00.163919669, [238, -88]
2023-09-24_04:54:00.164018297, [19, -89]
2023-09-24_04:54:00.164116925, [-196, -76]
2023-09-24_04:54:00.164215553, [-39, -188]
2023-09-24_04:54:00.164314181, [283, -222]
2023-09-24_04:54:00.164412809, [62, -87]
2023-09-24_04:54:00.164511437, [-103, -58]
2023-09-24_04:54:00.164610065, [-453, -211]
2023-09-24_04:54:00.164708693, [-846, -290]
2023-09-24_04:54:00.164807321, [-558, -124]
2023-09-24_04:54:00.164905949, [-94, -20]
2023-09-24_04:54:00.165004577, [247, -106]
2023-09-24_04:54:00.165103205, [-285, -78]
2023-09-24_04:54:00.165201833, [-1375, -1]
2023-09-24_04:54:00.165300461, [-1028, 75]
2023-09-24_04:54:00.165399089, [161, 104]
2023-09-24_04:54:00.165497717, [813, 6]
2023-09-24_04:54:00.165596345, [819, -14]
2023-09-24_04:54:00.165694973, [263, 50]
2023-09-24_04:54:00.165793601, [-225, 242]
2023-09-24_04:54:00.165892229, [-392, 194]
2023-09-24_04:54:00.165990857, [-149, 7]
2023-09-24_04:54:00.166089484, [3, 40]
2023-09-24_04:54:00.166188112, [-218, 161]
2023-09-24_04:54:00.166286740, [-299, 279]
2023-09-24_04:54:00.166385368, [-199, 224]
2023-09-24_04:54:00.166483996, [-491, 221]
2023-09-24_04:54:00.166582624, [-692, 317]
2023-09-24_04:54:00.166681252, [-153, 216]
2023-09-24_04:54:00.166779880, [670, 134]
2023-09-24_04:54:00.166878508, [1091, 145]
2023-09-24_04:54:00.166977136, [521, 150]
2023-09-24_04:54:00.167075764, [-475, 31]
2023-09-24_04:54:00.167174392, [-736, 97]
2023-09-24_04:54:00.167273020, [-53, 266]
2023-09-24_04:54:00.167371648, [151, 334]
2023-09-24_04:54:00.167470276, [-528, 487]
2023-09-24_04:54:00.167568904, [-740, 434]
2023-09-24_04:54:00.167667532, [-713, 445]
2023-09-24_04:54:00.167766160, [-396, 359]
2023-09-24_04:54:00.167864788, [672, 160]
2023-09-24_04:54:00.167963416, [1510, 182]
2023-09-24_04:54:00.168062044, [1290, 154]
2023-09-24_04:54:00.168160672, [131, 287]
2023-09-24_04:54:00.168259300, [-879, 438]
2023-09-24_04:54:00.168357928, [-1117, 427]
2023-09-24_04:54:00.168456556, [-933, 333]
2023-09-24_04:54:00.168555183, [-335, 279]
2023-09-24_04:54:00.168653811, [-17, 358]
2023-09-24_04:54:00.168752439, [-293, 425]
2023-09-24_04:54:00.168851067, [-324, 338]
2023-09-24_04:54:00.168949695, [144, 245]
2023-09-24_04:54:00.169048323, [382, 207]
2023-09-24_04:54:00.169146951, [155, 220]
2023-09-24_04:54:00.169245579, [-346, 288]
2023-09-24_04:54:00.169344207, [-531, 425]
2023-09-24_04:54:00.169442835, [246, 307]
2023-09-24_04:54:00.169541463, [887, 170]
2023-09-24_04:54:00.169640091, [684, 234]
2023-09-24_04:54:00.169738719, [629, 257]
2023-09-24_04:54:00.169837347, [391, 189]
2023-09-24_04:54:00.169935975, [-253, 148]
2023-09-24_04:54:00.170034603, [-472, 148]
2023-09-24_04:54:00.170133231, [-387, 318]
2023-09-24_04:54:00.170231859, [-455, 424]
2023-09-24_04:54:00.170330487, [-815, 355]
2023-09-24_04:54:00.170429115, [-446, 249]
2023-09-24_04:54:00.170527743, [917, 257]
2023-09-24_04:54:00.170626371, [1828, 415]
2023-09-24_04:54:00.170724999, [1509, 404]
2023-09-24_04:54:00.170823627, [651, 152]
2023-09-24_04:54:00.170922255, [-202, 130]
2023-09-24_04:54:00.171020882, [-1068, 275]
2023-09-24_04:54:00.171119510, [-1396, 25]
2023-09-24_04:54:00.171218138, [-1477, -28]
2023-09-24_04:54:00.171316766, [-1436, 130]
2023-09-24_04:54:00.171415394, [-338, 106]
2023-09-24_04:54:00.171514022, [801, 79]
2023-09-24_04:54:00.171612650, [1002, 101]
2023-09-24_04:54:00.171711278, [861, 280]
2023-09-24_04:54:00.171809906, [323, 306]
2023-09-24_04:54:00.171908534, [-649, 100]
2023-09-24_04:54:00.172007162, [-1107, 132]
2023-09-24_04:54:00.172105790, [-860, 141]
2023-09-24_04:54:00.172204418, [-635, 20]
2023-09-24_04:54:00.172303046, [-499, -68]
2023-09-24_04:54:00.172401674, [-173, -12]
2023-09-24_04:54:00.172500302, [438, -2]
2023-09-24_04:54:00.172598930, [874, -173]
2023-09-24_04:54:00.172697558, [345, -214]
2023-09-24_04:54:00.172796186, [-352, -112]
2023-09-24_04:54:00.172894814, [-562, 115]
2023-09-24_04:54:00.172993442, [-769, 188]
2023-09-24_04:54:00.173092070, [-464, 122]
2023-09-24_04:54:00.173190698, [135, -17]
2023-09-24_04:54:00.173289326, [387, -165]
2023-09-24_04:54:00.173387954, [331, -112]
2023-09-24_04:54:00.173486581, [-435, -137]
2023-09-24_04:54:00.173585209, [-1076, -57]
2023-09-24_04:54:00.173683837, [-956, -15]
2023-09-24_04:54:00.173782465, [-809, -167]
2023-09-24_04:54:00.173881093, [-942, -401]
2023-09-24_04:54:00.173979721, [-681, -505]
2023-09-24_04:54:00.174078349, [-109, -346]
2023-09-24_04:54:00.174176977, [164, -252]
2023-09-24_04:54:00.174275605, [115, -168]
2023-09-24_04:54:00.174374233, [-185, -29]
2023-09-24_04:54:00.174472861, [-147, 81]
2023-09-24_04:54:00.174571489, [316, 6]
2023-09-24_04:54:00.174670117, [0, -95]
2023-09-24_04:54:00.174768745, [-583, 55]
2023-09-24_04:54:00.174867373, [-942, 156]
2023-09-24_04:54:00.174966001, [-901, 99]
2023-09-24_04:54:00.175064629, [-703, 62]
2023-09-24_04:54:00.175163257, [-794, 50]
2023-09-24_04:54:00.175261885, [-461, 39]
2023-09-24_04:54:00.175360513, [229, -48]
2023-09-24_04:54:00.175459141, [765, -13]
2023-09-24_04:54:00.175557769, [649, 144]
2023-09-24_04:54:00.175656397, [87, 320]
2023-09-24_04:54:00.175755025, [-129, 273]
2023-09-24_04:54:00.175853653, [-67, -39]
2023-09-24_04:54:00.175952280, [-458, -227]
2023-09-24_04:54:00.176050908, [-1170, -297]
2023-09-24_04:54:00.176149536, [-1113, -301]
2023-09-24_04:54:00.176248164, [-936, -354]
2023-09-24_04:54:00.176346792, [-1088, -357]
2023-09-24_04:54:00.176445420, [-488, -145]
2023-09-24_04:54:00.176544048, [486, -83]
2023-09-24_04:54:00.176642676, [1120, -118]
2023-09-24_04:54:00.176741304, [980, -72]
2023-09-24_04:54:00.176839932, [31, -73]
2023-09-24_04:54:00.176938560, [-583, -119]
2023-09-24_04:54:00.177037188, [-797, -163]
2023-09-24_04:54:00.177135816, [-648, -248]
2023-09-24_04:54:00.177234444, [-546, -324]
2023-09-24_04:54:00.177333072, [-483, -289]
2023-09-24_04:54:00.177431700, [31, -187]
2023-09-24_04:54:00.177530328, [245, -32]
2023-09-24_04:54:00.177628956, [-291, 13]
2023-09-24_04:54:00.177727584, [-244, -18]
2023-09-24_04:54:00.177826212, [353, -112]
2023-09-24_04:54:00.177924840, [203, -273]
2023-09-24_04:54:00.178023468, [41, -295]
2023-09-24_04:54:00.178122096, [790, -275]
2023-09-24_04:54:00.178220724, [1410, -331]
2023-09-24_04:54:00.178319352, [1278, -277]
2023-09-24_04:54:00.178417980, [1030, -334]
2023-09-24_04:54:00.178516607, [796, -376]
2023-09-24_04:54:00.178615235, [128, -319]
