"# DATASET= tango://g-v-csdb-0.maxiv.lu.se:10000/R3-320U3/DIA/BPM-01/fa"
# t, [x, y]
2023-09-24_04:54:00.000000000, [2813, -31]
2023-09-24_04:54:00.165004577, [-936, 217]
2023-09-24_04:54:00.165103205, [-1354, 150]
2023-09-24_04:54:00.165201833, [-2090, -101]
2023-09-24_04:54:00.165300461, [-1927, -237]
2023-09-24_04:54:00.165399089, [-893, -253]
2023-09-24_04:54:00.165497717, [-203, -186]
2023-09-24_04:54:00.165596345, [-383, -42]
2023-09-24_04:54:00.165694973, [-852, -152]
2023-09-24_04:54:00.165793601, [-1228, -211]
2023-09-24_04:54:00.165892229, [-1209, -93]
2023-09-24_04:54:00.165990857, [-837, -50]
2023-09-24_04:54:00.166089484, [-784, -84]
2023-09-24_04:54:00.166188112, [-1043, -223]
2023-09-24_04:54:00.166286740, [-1012, -273]
2023-09-24_04:54:00.166385368, [-842, -209]
2023-09-24_04:54:00.166483996, [-913, -270]
2023-09-24_04:54:00.166582624, [-1056, -239]
2023-09-24_04:54:00.166681252, [-775, -89]
2023-09-24_04:54:00.166779880, [-56, -120]
2023-09-24_04:54:00.166878508, [426, -242]
2023-09-24_04:54:00.166977136, [-68, -231]
2023-09-24_04:54:00.167075764, [-929, -309]
2023-09-24_04:54:00.167174392, [-1103, -386]
2023-09-24_04:54:00.167273020, [-330, -212]
2023-09-24_04:54:00.167371648, [-10, -97]
2023-09-24_04:54:00.167470276, [-881, -316]
2023-09-24_04:54:00.167568904, [-1095, -405]
2023-09-24_04:54:00.167667532, [-877, -303]
2023-09-24_04:54:00.167766160, [-534, -262]
2023-09-24_04:54:00.167864788, [442, -318]
2023-09-24_04:54:00.167963416, [1321, -386]
2023-09-24_04:54:00.168062044, [1170, -257]
2023-09-24_04:54:00.168160672, [45, -197]
2023-09-24_04:54:00.168259300, [-846, -276]
2023-09-24_04:54:00.168357928, [-899, -329]
2023-09-24_04:54:00.168456556, [-779, -483]
2023-09-24_04:54:00.168555183, [-439, -325]
2023-09-24_04:54:00.168653811, [-16, 154]
2023-09-24_04:54:00.168752439, [-433, 214]
2023-09-24_04:54:00.168851067, [-656, -58]
2023-09-24_04:54:00.168949695, [-209, -25]
2023-09-24_04:54:00.169048323, [86, 88]
2023-09-24_04:54:00.169146951, [-254, 40]
2023-09-24_04:54:00.169245579, [-916, 5]
2023-09-24_04:54:00.169344207, [-853, 74]
2023-09-24_04:54:00.169442835, [-151, 40]
2023-09-24_04:54:00.169541463, [29, 5]
2023-09-24_04:54:00.169640091, [-179, 8]
2023-09-24_04:54:00.169738719, [-162, 22]
2023-09-24_04:54:00.169837347, [-282, 71]
2023-09-24_04:54:00.169935975, [-1000, -48]
2023-09-24_04:54:00.170034603, [-1493, -9]
2023-09-24_04:54:00.170133231, [-1514, 157]
2023-09-24_04:54:00.170231859, [-1655, 118]
2023-09-24_04:54:00.170330487, [-1820, 25]
2023-09-24_04:54:00.170429115, [-1652, -105]
2023-09-24_04:54:00.170527743, [-825, -140]
2023-09-24_04:54:00.170626371, [20, -98]
2023-09-24_04:54:00.170724999, [-213, -107]
2023-09-24_04:54:00.170823627, [-1055, -177]
2023-09-24_04:54:00.170922255, [-1879, -192]
2023-09-24_04:54:00.171020882, [-2751, -89]
2023-09-24_04:54:00.171119510, [-3219, -24]
2023-09-24_04:54:00.171218138, [-3375, 70]
2023-09-24_04:54:00.171316766, [-3102, 67]
2023-09-24_04:54:00.171415394, [-1823, -92]
2023-09-24_04:54:00.171514022, [-923, -52]
2023-09-24_04:54:00.171612650, [-866, 14]
2023-09-24_04:54:00.171711278, [-811, 56]
2023-09-24_04:54:00.171809906, [-1475, 73]
2023-09-24_04:54:00.171908534, [-2507, -107]
2023-09-24_04:54:00.172007162, [-2982, -203]
2023-09-24_04:54:00.172105790, [-3034, -237]
2023-09-24_04:54:00.172204418, [-2743, -223]
2023-09-24_04:54:00.172303046, [-2361, -225]
2023-09-24_04:54:00.172401674, [-1839, -170]
2023-09-24_04:54:00.172500302, [-1429, -170]
2023-09-24_04:54:00.172598930, [-1499, -216]
2023-09-24_04:54:00.172697558, [-1740, -161]
2023-09-24_04:54:00.172796186, [-1993, -101]
2023-09-24_04:54:00.172894814, [-2119, -177]
2023-09-24_04:54:00.172993442, [-2200, -131]
2023-09-24_04:54:00.173092070, [-2046, -156]
2023-09-24_04:54:00.173190698, [-1489, -214]
2023-09-24_04:54:00.173289326, [-1255, -163]
2023-09-24_04:54:00.173387954, [-1274, -184]
2023-09-24_04:54:00.173486581, [-1621, -95]
2023-09-24_04:54:00.173585209, [-2094, -182]
2023-09-24_04:54:00.173683837, [-2138, -371]
2023-09-24_04:54:00.173782465, [-2202, -327]
2023-09-24_04:54:00.173881093, [-2237, -271]
2023-09-24_04:54:00.173979721, [-1754, -227]
2023-09-24_04:54:00.174078349, [-1105, -179]
2023-09-24_04:54:00.174176977, [-787, -206]
2023-09-24_04:54:00.174275605, [-651, -177]
2023-09-24_04:54:00.174374233, [-755, -97]
2023-09-24_04:54:00.174472861, [-781, -151]
2023-09-24_04:54:00.174571489, [-425, -268]
2023-09-24_04:54:00.174670117, [-574, -265]
2023-09-24_04:54:00.174768745, [-984, -243]
2023-09-24_04:54:00.174867373, [-1069, -214]
2023-09-24_04:54:00.174966001, [-1080, -151]
2023-09-24_04:54:00.175064629, [-1000, -24]
2023-09-24_04:54:00.175163257, [-950, -11]
2023-09-24_04:54:00.175261885, [-554, -170]
2023-09-24_04:54:00.175360513, [300, -307]
2023-09-24_04:54:00.175459141, [766, -161]
2023-09-24_04:54:00.175557769, [749, 20]
2023-09-24_04:54:00.175656397, [491, -76]
2023-09-24_04:54:00.175755025, [292, -118]
2023-09-24_04:54:00.175853653, [308, -71]
2023-09-24_04:54:00.175952280, [-142, -11]
2023-09-24_04:54:00.176050908, [-778, -11]
2023-09-24_04:54:00.176149536, [-441, -5]
2023-09-24_04:54:00.176248164, [64, 57]
2023-09-24_04:54:00.176346792, [138, 238]
2023-09-24_04:54:00.176445420, [1011, 344]
2023-09-24_04:54:00.176544048, [2135, 213]
2023-09-24_04:54:00.176642676, [2842, 179]
2023-09-24_04:54:00.176741304, [2914, 131]
2023-09-24_04:54:00.176839932, [2210, 123]
2023-09-24_04:54:00.176938560, [1848, 180]
2023-09-24_04:54:00.177037188, [1604, 128]
2023-09-24_04:54:00.177135816, [1751, 129]
2023-09-24_04:54:00.177234444, [2187, 76]
2023-09-24_04:54:00.177333072, [2410, 32]
2023-09-24_04:54:00.177431700, [2887, 94]
2023-09-24_04:54:00.177530328, [3092, 61]
2023-09-24_04:54:00.177628956, [2706, 203]
2023-09-24_04:54:00.177727584, [2786, 472]
2023-09-24_04:54:00.177826212, [3367, 376]
2023-09-24_04:54:00.177924840, [3301, 152]
2023-09-24_04:54:00.178023468, [3352, 69]
2023-09-24_04:54:00.178122096, [4060, 107]
2023-09-24_04:54:00.178220724, [4640, 172]
2023-09-24_04:54:00.178319352, [4453, 272]
2023-09-24_04:54:00.178417980, [4210, 510]
2023-09-24_04:54:00.178516607, [4202, 432]
2023-09-24_04:54:00.178615235, [3831, 304]
2023-09-24_04:54:00.178713863, [3651, 378]
2023-09-24_04:54:00.178812491, [3557, 495]
2023-09-24_04:54:00.178911119, [3106, 472]
2023-09-24_04:54:00.179009747, [2722, 353]
2023-09-24_04:54:00.179108375, [2883, 428]
2023-09-24_04:54:00.179207003, [3996, 372]
2023-09-24_04:54:00.179305631, [5101, 244]
2023-09-24_04:54:00.179404259, [5414, 242]
2023-09-24_04:54:00.179502887, [5251, 356]
2023-09-24_04:54:00.179601515, [4603, 350]
2023-09-24_04:54:00.179700143, [3812, 279]
2023-09-24_04:54:00.179798771, [3005, 319]
2023-09-24_04:54:00.179897399, [2612, 344]
2023-09-24_04:54:00.179996027, [2906, 186]
2023-09-24_04:54:00.180094655, [3087, -23]
2023-09-24_04:54:00.180193283, [2983, -93]
2023-09-24_04:54:00.180291911, [2866, 28]
2023-09-24_04:54:00.180390539, [3333, 218]
2023-09-24_04:54:00.180489167, [3809, 274]
2023-09-24_04:54:00.180587795, [3378, 224]
2023-09-24_04:54:00.180686423, [2772, 214]
2023-09-24_04:54:00.180785051, [2769, 17]
2023-09-24_04:54:00.180883679, [3131, 69]
2023-09-24_04:54:00.180982306, [3127, 294]
2023-09-24_04:54:00.181080934, [2350, 278]
2023-09-24_04:54:00.181179562, [1261, 112]
2023-09-24_04:54:00.181278190, [815, -80]
2023-09-24_04:54:00.181376818, [1007, -2]
2023-09-24_04:54:00.181475446, [1494, 232]
2023-09-24_04:54:00.181574074, [2173, 174]
2023-09-24_04:54:00.181672702, [2998, 210]
2023-09-24_04:54:00.181771330, [3781, 283]
2023-09-24_04:54:00.181869958, [3496, 91]
2023-09-24_04:54:00.181968586, [2223, -16]
2023-09-24_04:54:00.182067214, [1469, -50]
2023-09-24_04:54:00.182165842, [1355, -54]
2023-09-24_04:54:00.182264470, [1402, 127]
2023-09-24_04:54:00.182363098, [1630, 291]
2023-09-24_04:54:00.182461726, [1680, 255]
2023-09-24_04:54:00.182560354, [1234, 166]
2023-09-24_04:54:00.182658982, [736, 23]
2023-09-24_04:54:00.182757610, [922, -2]
2023-09-24_04:54:00.182856238, [1597, 20]
2023-09-24_04:54:00.182954866, [1704, -19]
2023-09-24_04:54:00.183053494, [1485, -4]
2023-09-24_04:54:00.183152122, [1562, 37]
2023-09-24_04:54:00.183250750, [1170, -119]
2023-09-24_04:54:00.183349378, [631, -90]
2023-09-24_04:54:00.183448005, [1106, 97]
2023-09-24_04:54:00.183546633, [1723, 42]
2023-09-24_04:54:00.183645261, [1849, -101]
2023-09-24_04:54:00.183743889, [1829, -50]
2023-09-24_04:54:00.183842517, [1792, 88]
2023-09-24_04:54:00.183941145, [1384, 14]
2023-09-24_04:54:00.184039773, [636, -190]
2023-09-24_04:54:00.184138401, [488, -146]
2023-09-24_04:54:00.184237029, [626, 73]
2023-09-24_04:54:00.184335657, [922, 70]
2023-09-24_04:54:00.184434285, [1502, -98]
2023-09-24_04:54:00.184532913, [1940, 67]
2023-09-24_04:54:00.184631541, [2133, 153]
2023-09-24_04:54:00.184730169, [2059, 11]
2023-09-24_04:54:00.184828797, [1870, -194]
2023-09-24_04:54:00.184927425, [1396, -84]
2023-09-24_04:54:00.185026053, [632, 147]
2023-09-24_04:54:00.185124681, [371, 48]
2023-09-24_04:54:00.185223309, [382, -198]
2023-09-24_04:54:00.185321937, [134, -115]
2023-09-24_04:54:00.185420565, [331, 89]
2023-09-24_04:54:00.185519193, [678, -40]
2023-09-24_04:54:00.185617821, [361, -122]
2023-09-24_04:54:00.185716449, [535, -34]
2023-09-24_04:54:00.185815077, [1334, 84]
2023-09-24_04:54:00.185913704, [1829, 135]
2023-09-24_04:54:00.186012332, [1753, 144]
2023-09-24_04:54:00.186110960, [1348, 116]
2023-09-24_04:54:00.186209588, [572, 30]
2023-09-24_04:54:00.186308216, [-134, 4]
2023-09-24_04:54:00.186406844, [-43, 104]
2023-09-24_04:54:00.186505472, [340, 178]
2023-09-24_04:54:00.186604100, [957, 91]
2023-09-24_04:54:00.186702728, [1799, -32]
2023-09-24_04:54:00.186801356, [2341, 4]
2023-09-24_04:54:00.186899984, [2711, 102]
2023-09-24_04:54:00.186998612, [2496, 72]
2023-09-24_04:54:00.187097240, [1694, 11]
2023-09-24_04:54:00.187195868, [1408, -27]
2023-09-24_04:54:00.187294496, [1487, -66]
2023-09-24_04:54:00.187393124, [1427, -18]
2023-09-24_04:54:00.187491752, [1041, 117]
2023-09-24_04:54:00.187590380, [988, 58]
2023-09-24_04:54:00.187689008, [2157, -109]
2023-09-24_04:54:00.187787636, [3272, 27]
2023-09-24_04:54:00.187886264, [3180, 191]
2023-09-24_04:54:00.187984892, [2242, 248]
2023-09-24_04:54:00.188083520, [1320, 124]
2023-09-24_04:54:00.188182148, [558, 108]
2023-09-24_04:54:00.188280776, [533, 265]
2023-09-24_04:54:00.188379403, [1711, 192]
2023-09-24_04:54:00.188478031, [2945, 33]
2023-09-24_04:54:00.188576659, [3094, -38]
2023-09-24_04:54:00.188675287, [2295, -123]
2023-09-24_04:54:00.188773915, [1537, -73]
2023-09-24_04:54:00.188872543, [1010, 157]
2023-09-24_04:54:00.188971171, [1485, 283]
2023-09-24_04:54:00.189069799, [2769, 323]
2023-09-24_04:54:00.189168427, [3575, 284]
2023-09-24_04:54:00.189267055, [3740, 324]
2023-09-24_04:54:00.189365683, [3197, 390]
2023-09-24_04:54:00.189464311, [2391, 260]
2023-09-24_04:54:00.189562939, [1824, 275]
2023-09-24_04:54:00.189661567, [813, 353]
2023-09-24_04:54:00.189760195, [64, 361]
2023-09-24_04:54:00.189858823, [938, 311]
2023-09-24_04:54:00.189957451, [2008, 210]
2023-09-24_04:54:00.190056079, [2475, 329]
2023-09-24_04:54:00.190154707, [2727, 471]
2023-09-24_04:54:00.190253335, [2612, 431]
2023-09-24_04:54:00.190351963, [2499, 349]
2023-09-24_04:54:00.190450591, [2518, 178]
2023-09-24_04:54:00.190549219, [2318, 153]
2023-09-24_04:54:00.190647847, [1817, 372]
2023-09-24_04:54:00.190746475, [792, 547]
2023-09-24_04:54:00.190845102, [19, 392]
2023-09-24_04:54:00.190943730, [285, 74]
2023-09-24_04:54:00.191042358, [537, -9]
2023-09-24_04:54:00.191140986, [357, 28]
2023-09-24_04:54:00.191239614, [625, 19]
2023-09-24_04:54:00.191338242, [1567, -11]
2023-09-24_04:54:00.191436870, [2102, -164]
2023-09-24_04:54:00.191535498, [1729, -72]
2023-09-24_04:54:00.191634126, [914, 225]
2023-09-24_04:54:00.191732754, [176, 298]
2023-09-24_04:54:00.191831382, [32, 279]
2023-09-24_04:54:00.191930010, [69, 16]
2023-09-24_04:54:00.192028638, [58, -38]
2023-09-24_04:54:00.192127266, [-26, 137]
2023-09-24_04:54:00.192225894, [-206, 182]
2023-09-24_04:54:00.192324522, [-657, 194]
2023-09-24_04:54:00.192423150, [-676, 108]
2023-09-24_04:54:00.192521778, [30, 30]
2023-09-24_04:54:00.192620406, [-108, -39]
2023-09-24_04:54:00.192719034, [-141, -67]
2023-09-24_04:54:00.192817662, [585, -81]
2023-09-24_04:54:00.192916290, [1227, -154]
2023-09-24_04:54:00.193014918, [1480, -84]
2023-09-24_04:54:00.193113546, [914, -52]
2023-09-24_04:54:00.193212174, [344, 23]
2023-09-24_04:54:00.193310801, [-68, 89]
2023-09-24_04:54:00.193409429, [-752, 33]
2023-09-24_04:54:00.193508057, [-478, -20]
2023-09-24_04:54:00.193606685, [543, -42]
2023-09-24_04:54:00.193705313, [421, 32]
2023-09-24_04:54:00.193803941, [218, -5]
2023-09-24_04:54:00.193902569, [662, -223]
2023-09-24_04:54:00.194001197, [504, -337]
2023-09-24_04:54:00.194099825, [43, -264]
2023-09-24_04:54:00.194198453, [3, -223]
2023-09-24_04:54:00.194297081, [645, -255]
2023-09-24_04:54:00.194395709, [1146, -334]
2023-09-24_04:54:00.194494337, [755, -267]
2023-09-24_04:54:00.194592965, [287, -135]
2023-09-24_04:54:00.194691593, [234, -122]
2023-09-24_04:54:00.194790221, [132, -174]
2023-09-24_04:54:00.194888849, [270, -326]
2023-09-24_04:54:00.194987477, [772, -290]
2023-09-24_04:54:00.195086105, [997, -78]
2023-09-24_04:54:00.195184733, [837, -105]
2023-09-24_04:54:00.195283361, [786, -210]
2023-09-24_04:54:00.195381989, [1027, -193]
2023-09-24_04:54:00.195480617, [1052, -185]
2023-09-24_04:54:00.195579245, [1063, -179]
2023-09-24_04:54:00.195677873, [1312, -121]
2023-09-24_04:54:00.195776500, [1330, 7]
2023-09-24_04:54:00.195875128, [1316, 139]
2023-09-24_04:54:00.195973756, [1037, 30]
2023-09-24_04:54:00.196072384, [963, -147]
2023-09-24_04:54:00.196171012, [1206, -59]
2023-09-24_04:54:00.196269640, [1024, -20]
2023-09-24_04:54:00.196368268, [1081, -39]
2023-09-24_04:54:00.196466896, [1621, -85]
2023-09-24_04:54:00.196565524, [2002, -166]
2023-09-24_04:54:00.196664152, [2041, -39]
2023-09-24_04:54:00.196762780, [2089, 37]
2023-09-24_04:54:00.196861408, [2127, -12]
2023-09-24_04:54:00.196960036, [2220, 88]
2023-09-24_04:54:00.197058664, [2167, 161]
2023-09-24_04:54:00.197157292, [2409, 138]
2023-09-24_04:54:00.197255920, [3269, 304]
2023-09-24_04:54:00.197354548, [4099, 301]
2023-09-24_04:54:00.197453176, [4325, 185]
2023-09-24_04:54:00.197551804, [3995, 209]
2023-09-24_04:54:00.197650432, [3507, 108]
2023-09-24_04:54:00.197749060, [2993, 13]
2023-09-24_04:54:00.197847688, [2564, 46]
2023-09-24_04:54:00.197946316, [2570, 228]
2023-09-24_04:54:00.198044944, [2849, 324]
2023-09-24_04:54:00.198143572, [3155, 195]
2023-09-24_04:54:00.198242200, [3920, 177]
2023-09-24_04:54:00.198340827, [4819, 202]
2023-09-24_04:54:00.198439455, [4901, 252]
2023-09-24_04:54:00.198538083, [4410, 412]
2023-09-24_04:54:00.198636711, [4600, 508]
2023-09-24_04:54:00.198735339, [5077, 331]
2023-09-24_04:54:00.198833967, [4879, 38]
2023-09-24_04:54:00.198932595, [3844, 103]
2023-09-24_04:54:00.199031223, [2999, 271]
2023-09-24_04:54:00.199129851, [3255, 244]
2023-09-24_04:54:00.199228479, [3927, 242]
2023-09-24_04:54:00.199327107, [4450, 353]
2023-09-24_04:54:00.199425735, [4625, 497]
2023-09-24_04:54:00.199524363, [4255, 521]
2023-09-24_04:54:00.199622991, [4119, 483]
2023-09-24_04:54:00.199721619, [4283, 424]
2023-09-24_04:54:00.199820247, [4440, 360]
2023-09-24_04:54:00.199918875, [4453, 256]
2023-09-24_04:54:00.200017503, [4386, 413]
2023-09-24_04:54:00.200116131, [4026, 596]
2023-09-24_04:54:00.200214759, [3278, 473]
2023-09-24_04:54:00.200313387, [2983, 360]
2023-09-24_04:54:00.200412015, [2587, 303]
2023-09-24_04:54:00.200510643, [1970, 543]
2023-09-24_04:54:00.200609271, [2218, 559]
2023-09-24_04:54:00.200707899, [2732, 315]
2023-09-24_04:54:00.200806526, [2778, 380]
2023-09-24_04:54:00.200905154, [2432, 458]
2023-09-24_04:54:00.201003782, [1833, 433]
2023-09-24_04:54:00.201102410, [2262, 289]
2023-09-24_04:54:00.201201038, [3315, 323]
2023-09-24_04:54:00.201299666, [3584, 485]
2023-09-24_04:54:00.201398294, [3091, 601]
2023-09-24_04:54:00.201496922, [2027, 649]
2023-09-24_04:54:00.201595550, [1340, 508]
2023-09-24_04:54:00.201694178, [1197, 188]
2023-09-24_04:54:00.201792806, [827, 87]
2023-09-24_04:54:00.201891434, [580, 172]
2023-09-24_04:54:00.201990062, [855, 223]
2023-09-24_04:54:00.202088690, [1383, 114]
2023-09-24_04:54:00.202187318, [1713, 26]
2023-09-24_04:54:00.202285946, [1980, 195]
2023-09-24_04:54:00.202384574, [2709, 172]
2023-09-24_04:54:00.202483202, [3161, -41]
2023-09-24_04:54:00.202581830, [2581, -98]
2023-09-24_04:54:00.202680458, [1606, -125]
2023-09-24_04:54:00.202779086, [1155, -243]
2023-09-24_04:54:00.202877714, [1525, -213]
2023-09-24_04:54:00.202976342, [1480, -145]
2023-09-24_04:54:00.203074970, [686, -147]
2023-09-24_04:54:00.203173598, [467, -113]
2023-09-24_04:54:00.203272225, [821, 19]
2023-09-24_04:54:00.203370853, [938, 26]
2023-09-24_04:54:00.203469481, [959, -136]
2023-09-24_04:54:00.203568109, [1540, -204]
2023-09-24_04:54:00.203666737, [1984, -90]
2023-09-24_04:54:00.203765365, [2013, -47]
2023-09-24_04:54:00.203863993, [2007, -107]
2023-09-24_04:54:00.203962621, [1529, -78]
2023-09-24_04:54:00.204061249, [789, -75]
2023-09-24_04:54:00.204159877, [90, -58]
2023-09-24_04:54:00.204258505, [-158, -44]
2023-09-24_04:54:00.204357133, [-118, -69]
2023-09-24_04:54:00.204455761, [300, -136]
2023-09-24_04:54:00.204554389, [822, -213]
2023-09-24_04:54:00.204653017, [794, -138]
2023-09-24_04:54:00.204751645, [253, -143]
2023-09-24_04:54:00.204850273, [-291, -183]
2023-09-24_04:54:00.204948901, [223, -77]
2023-09-24_04:54:00.205047529, [1115, 46]
2023-09-24_04:54:00.205146157, [1385, 117]
2023-09-24_04:54:00.205244785, [1093, 100]
2023-09-24_04:54:00.205343413, [177, -31]
2023-09-24_04:54:00.205442041, [-587, -59]
2023-09-24_04:54:00.205540669, [-399, -61]
2023-09-24_04:54:00.205639297, [222, 6]
2023-09-24_04:54:00.205737924, [312, 19]
2023-09-24_04:54:00.205836552, [37, -78]
2023-09-24_04:54:00.205935180, [-156, 11]
2023-09-24_04:54:00.206033808, [-333, 114]
2023-09-24_04:54:00.206132436, [-524, 3]
2023-09-24_04:54:00.206231064, [-660, 64]
2023-09-24_04:54:00.206329692, [-424, 273]
2023-09-24_04:54:00.206428320, [-186, 239]
2023-09-24_04:54:00.206526948, [62, 33]
2023-09-24_04:54:00.206625576, [593, -92]
2023-09-24_04:54:00.206724204, [848, -8]
2023-09-24_04:54:00.206822832, [565, 57]
2023-09-24_04:54:00.206921460, [263, -49]
2023-09-24_04:54:00.207020088, [11, -75]
2023-09-24_04:54:00.207118716, [18, -66]
2023-09-24_04:54:00.207217344, [41, -73]
2023-09-24_04:54:00.207315972, [213, -63]
2023-09-24_04:54:00.207414600, [391, -34]
2023-09-24_04:54:00.207513228, [478, -53]
2023-09-24_04:54:00.207611856, [626, -95]
2023-09-24_04:54:00.207710484, [682, -73]
2023-09-24_04:54:00.207809112, [788, -94]
2023-09-24_04:54:00.207907740, [1286, -23]
2023-09-24_04:54:00.208006368, [1001, 99]
2023-09-24_04:54:00.208104996, [348, 55]
2023-09-24_04:54:00.208203623, [987, -1]
2023-09-24_04:54:00.208302251, [1682, 17]
2023-09-24_04:54:00.208400879, [1378, 194]
2023-09-24_04:54:00.208499507, [372, 158]
2023-09-24_04:54:00.208598135, [6, 98]
2023-09-24_04:54:00.208696763, [375, 176]
2023-09-24_04:54:00.208795391, [338, 89]
2023-09-24_04:54:00.208894019, [292, 72]
2023-09-24_04:54:00.208992647, [896, -13]
2023-09-24_04:54:00.209091275, [1623, -31]
2023-09-24_04:54:00.209189903, [2132, -26]
2023-09-24_04:54:00.209288531, [1777, -206]
2023-09-24_04:54:00.209387159, [855, -144]
2023-09-24_04:54:00.209485787, [-112, -117]
2023-09-24_04:54:00.209584415, [-799, -42]
2023-09-24_04:54:00.209683043, [-754, 11]
2023-09-24_04:54:00.209781671, [-340, -116]
2023-09-24_04:54:00.209880299, [256, -92]
2023-09-24_04:54:00.209978927, [328, -86]
2023-09-24_04:54:00.210077555, [281, -68]
2023-09-24_04:54:00.210176183, [450, -14]
2023-09-24_04:54:00.210274811, [120, -50]
2023-09-24_04:54:00.210373439, [-703, -61]
2023-09-24_04:54:00.210472067, [-1146, -106]
2023-09-24_04:54:00.210570695, [-1025, -72]
2023-09-24_04:54:00.210669322, [-624, 3]
2023-09-24_04:54:00.210767950, [-158, -72]
2023-09-24_04:54:00.210866578, [-463, -31]
2023-09-24_04:54:00.210965206, [-1370, 80]
2023-09-24_04:54:00.211063834, [-1963, -42]
2023-09-24_04:54:00.211162462, [-2317, -107]
2023-09-24_04:54:00.211261090, [-2579, -118]
2023-09-24_04:54:00.211359718, [-2661, -47]
2023-09-24_04:54:00.211458346, [-2497, -94]
2023-09-24_04:54:00.211556974, [-1649, -291]
2023-09-24_04:54:00.211655602, [-545, -323]
2023-09-24_04:54:00.211754230, [-246, -205]
2023-09-24_04:54:00.211852858, [-743, -22]
2023-09-24_04:54:00.211951486, [-1962, 8]
2023-09-24_04:54:00.212050114, [-3323, -186]
2023-09-24_04:54:00.212148742, [-3712, -203]
2023-09-24_04:54:00.212247370, [-3234, 58]
2023-09-24_04:54:00.212345998, [-3034, 23]
2023-09-24_04:54:00.212444626, [-3070, -228]
2023-09-24_04:54:00.212543254, [-2801, -13]
2023-09-24_04:54:00.212641882, [-2611, 157]
2023-09-24_04:54:00.212740510, [-2431, 86]
2023-09-24_04:54:00.212839138, [-2260, 75]
2023-09-24_04:54:00.212937766, [-2265, -4]
2023-09-24_04:54:00.213036394, [-2235, 8]
2023-09-24_04:54:00.213135021, [-2217, 61]
2023-09-24_04:54:00.213233649, [-2011, -18]
2023-09-24_04:54:00.213332277, [-1941, 11]
2023-09-24_04:54:00.213430905, [-2526, 45]
2023-09-24_04:54:00.213529533, [-3458, -147]
2023-09-24_04:54:00.213628161, [-3401, -20]
2023-09-24_04:54:00.213726789, [-2644, 44]
2023-09-24_04:54:00.213825417, [-2341, -8]
2023-09-24_04:54:00.213924045, [-2163, 102]
2023-09-24_04:54:00.214022673, [-1918, 82]
2023-09-24_04:54:00.214121301, [-2185, 16]
2023-09-24_04:54:00.214219929, [-2373, -70]
2023-09-24_04:54:00.214318557, [-2213, -198]
2023-09-24_04:54:00.214417185, [-2040, -287]
2023-09-24_04:54:00.214515813, [-1782, -329]
2023-09-24_04:54:00.214614441, [-1965, -308]
2023-09-24_04:54:00.214713069, [-2315, -103]
2023-09-24_04:54:00.214811697, [-2516, 34]
2023-09-24_04:54:00.214910325, [-2305, -47]
2023-09-24_04:54:00.215008953, [-1701, -50]
2023-09-24_04:54:00.215107581, [-1091, 54]
2023-09-24_04:54:00.215206209, [-1019, -38]
2023-09-24_04:54:00.215304837, [-1068, -9]
2023-09-24_04:54:00.215403465, [-1209, 68]
2023-09-24_04:54:00.215502093, [-1579, -172]
2023-09-24_04:54:00.215600720, [-1731, -397]
2023-09-24_04:54:00.215699348, [-1569, -393]
2023-09-24_04:54:00.215797976, [-1705, -276]
2023-09-24_04:54:00.215896604, [-1920, -187]
2023-09-24_04:54:00.215995232, [-1108, -62]
2023-09-24_04:54:00.216093860, [-482, 93]
2023-09-24_04:54:00.216192488, [-667, 61]
2023-09-24_04:54:00.216291116, [-669, -51]
2023-09-24_04:54:00.216389744, [-702, -142]
2023-09-24_04:54:00.216488372, [-678, -115]
2023-09-24_04:54:00.216587000, [-377, -57]
2023-09-24_04:54:00.216685628, [-324, -47]
2023-09-24_04:54:00.216784256, [-171, -68]
2023-09-24_04:54:00.216882884, [345, -148]
2023-09-24_04:54:00.216981512, [757, -149]
2023-09-24_04:54:00.217080140, [1168, -90]
2023-09-24_04:54:00.217178768, [1724, -78]
2023-09-24_04:54:00.217277396, [1850, -63]
2023-09-24_04:54:00.217376024, [1724, -109]
2023-09-24_04:54:00.217474652, [1173, -229]
2023-09-24_04:54:00.217573280, [430, -16]
2023-09-24_04:54:00.217671908, [66, 113]
2023-09-24_04:54:00.217770536, [329, -3]
2023-09-24_04:54:00.217869164, [1142, -14]
2023-09-24_04:54:00.217967792, [1865, -63]
2023-09-24_04:54:00.218066420, [1647, 40]
2023-09-24_04:54:00.218165047, [1356, 154]
2023-09-24_04:54:00.218263675, [1791, 127]
2023-09-24_04:54:00.218362303, [2260, 119]
2023-09-24_04:54:00.218460931, [2368, 70]
2023-09-24_04:54:00.218559559, [1706, 25]
2023-09-24_04:54:00.218658187, [1085, -37]
2023-09-24_04:54:00.218756815, [989, -168]
2023-09-24_04:54:00.218855443, [843, -175]
2023-09-24_04:54:00.218954071, [677, -201]
2023-09-24_04:54:00.219052699, [979, -214]
2023-09-24_04:54:00.219151327, [1850, -291]
2023-09-24_04:54:00.219249955, [2399, -167]
2023-09-24_04:54:00.219348583, [2073, -78]
2023-09-24_04:54:00.219447211, [1661, -173]
2023-09-24_04:54:00.219545839, [1374, -106]
2023-09-24_04:54:00.219644467, [886, -87]
2023-09-24_04:54:00.219743095, [774, -98]
2023-09-24_04:54:00.219841723, [754, -63]
