"# DATASET= tango://g-v-csdb-0.maxiv.lu.se:10000/R3-310U3/DIA/BPM-01/fa"
# t, [x, y]
2023-09-24_04:54:00.000000000, [1054, -21]
2023-09-24_04:54:00.151887058, [-479, -476]
2023-09-24_04:54:00.151985686, [-377, -490]
2023-09-24_04:54:00.152084314, [-39, -496]
2023-09-24_04:54:00.152182942, [-75, -502]
2023-09-24_04:54:00.152281570, [-362, -437]
2023-09-24_04:54:00.152380198, [-630, -545]
2023-09-24_04:54:00.152478826, [15, -631]
2023-09-24_04:54:00.152577454, [1010, -555]
2023-09-24_04:54:00.152676082, [1287, -465]
2023-09-24_04:54:00.152774710, [653, -315]
2023-09-24_04:54:00.152873338, [-645, -319]
2023-09-24_04:54:00.152971966, [-1394, -510]
2023-09-24_04:54:00.153070594, [-624, -534]
2023-09-24_04:54:00.153169222, [216, -575]
2023-09-24_04:54:00.153267850, [401, -646]
2023-09-24_04:54:00.153366478, [206, -767]
2023-09-24_04:54:00.153465106, [-305, -761]
2023-09-24_04:54:00.153563734, [-452, -602]
2023-09-24_04:54:00.153662361, [-351, -711]
2023-09-24_04:54:00.153760989, [-232, -907]
2023-09-24_04:54:00.153859617, [-343, -876]
2023-09-24_04:54:00.153958245, [-487, -663]
2023-09-24_04:54:00.154056873, [-238, -573]
2023-09-24_04:54:00.154155501, [152, -394]
2023-09-24_04:54:00.154254129, [94, -186]
2023-09-24_04:54:00.154352757, [118, -317]
2023-09-24_04:54:00.154451385, [211, -526]
2023-09-24_04:54:00.154550013, [44, -607]
2023-09-24_04:54:00.154648641, [-341, -547]
2023-09-24_04:54:00.154747269, [-1139, -505]
2023-09-24_04:54:00.154845897, [-1799, -433]
2023-09-24_04:54:00.154944525, [-1104, -305]
2023-09-24_04:54:00.155043153, [201, -408]
2023-09-24_04:54:00.155141781, [355, -580]
2023-09-24_04:54:00.155240409, [-93, -660]
2023-09-24_04:54:00.155339037, [-303, -539]
2023-09-24_04:54:00.155437665, [-310, -439]
2023-09-24_04:54:00.155536293, [-163, -446]
2023-09-24_04:54:00.155634921, [13, -413]
2023-09-24_04:54:00.155733549, [-224, -417]
2023-09-24_04:54:00.155832177, [-507, -433]
2023-09-24_04:54:00.155930805, [-180, -411]
2023-09-24_04:54:00.156029433, [243, -394]
2023-09-24_04:54:00.156128060, [30, -479]
2023-09-24_04:54:00.156226688, [-516, -530]
2023-09-24_04:54:00.156325316, [-1124, -662]
2023-09-24_04:54:00.156423944, [-1709, -709]
2023-09-24_04:54:00.156522572, [-1730, -716]
2023-09-24_04:54:00.156621200, [-843, -914]
2023-09-24_04:54:00.156719828, [20, -934]
2023-09-24_04:54:00.156818456, [81, -740]
2023-09-24_04:54:00.156917084, [48, -712]
2023-09-24_04:54:00.157015712, [-81, -679]
2023-09-24_04:54:00.157114340, [-312, -644]
2023-09-24_04:54:00.157212968, [-56, -714]
2023-09-24_04:54:00.157311596, [293, -823]
2023-09-24_04:54:00.157410224, [127, -962]
2023-09-24_04:54:00.157508852, [-41, -1054]
2023-09-24_04:54:00.157607480, [-11, -823]
2023-09-24_04:54:00.157706108, [-429, -681]
2023-09-24_04:54:00.157804736, [-805, -753]
2023-09-24_04:54:00.157903364, [-397, -637]
2023-09-24_04:54:00.158001992, [-87, -532]
2023-09-24_04:54:00.158100620, [78, -574]
2023-09-24_04:54:00.158199248, [341, -663]
2023-09-24_04:54:00.158297876, [207, -636]
2023-09-24_04:54:00.158396504, [-27, -469]
2023-09-24_04:54:00.158495132, [75, -544]
2023-09-24_04:54:00.158593760, [-125, -736]
2023-09-24_04:54:00.158692387, [-842, -872]
2023-09-24_04:54:00.158791015, [-1521, -1005]
2023-09-24_04:54:00.158889643, [-1206, -849]
2023-09-24_04:54:00.158988271, [-26, -767]
2023-09-24_04:54:00.159086899, [797, -900]
2023-09-24_04:54:00.159185527, [760, -929]
2023-09-24_04:54:00.159284155, [530, -765]
2023-09-24_04:54:00.159382783, [192, -686]
2023-09-24_04:54:00.159481411, [64, -928]
2023-09-24_04:54:00.159580039, [478, -1028]
2023-09-24_04:54:00.159678667, [577, -811]
2023-09-24_04:54:00.159777295, [505, -815]
2023-09-24_04:54:00.159875923, [379, -987]
2023-09-24_04:54:00.159974551, [-13, -1000]
2023-09-24_04:54:00.160073179, [-256, -936]
2023-09-24_04:54:00.160171807, [-690, -985]
2023-09-24_04:54:00.160270435, [-1016, -836]
2023-09-24_04:54:00.160369063, [-422, -675]
2023-09-24_04:54:00.160467691, [548, -835]
2023-09-24_04:54:00.160566319, [1049, -892]
2023-09-24_04:54:00.160664947, [899, -831]
2023-09-24_04:54:00.160763575, [850, -680]
2023-09-24_04:54:00.160862203, [631, -494]
2023-09-24_04:54:00.160960831, [6, -508]
2023-09-24_04:54:00.161059459, [-301, -544]
2023-09-24_04:54:00.161158086, [-308, -610]
2023-09-24_04:54:00.161256714, [-15, -762]
2023-09-24_04:54:00.161355342, [216, -759]
2023-09-24_04:54:00.161453970, [-175, -718]
2023-09-24_04:54:00.161552598, [-606, -662]
2023-09-24_04:54:00.161651226, [-804, -654]
2023-09-24_04:54:00.161749854, [-175, -653]
2023-09-24_04:54:00.161848482, [787, -743]
2023-09-24_04:54:00.161947110, [903, -852]
2023-09-24_04:54:00.162045738, [177, -759]
2023-09-24_04:54:00.162144366, [-759, -654]
2023-09-24_04:54:00.162242994, [-1100, -544]
2023-09-24_04:54:00.162341622, [-429, -574]
2023-09-24_04:54:00.162440250, [257, -664]
2023-09-24_04:54:00.162538878, [293, -680]
2023-09-24_04:54:00.162637506, [40, -593]
2023-09-24_04:54:00.162736134, [99, -372]
2023-09-24_04:54:00.162834762, [702, -389]
2023-09-24_04:54:00.162933390, [881, -630]
2023-09-24_04:54:00.163032018, [251, -849]
2023-09-24_04:54:00.163130646, [-567, -755]
2023-09-24_04:54:00.163229274, [-972, -732]
2023-09-24_04:54:00.163327902, [-832, -880]
2023-09-24_04:54:00.163426530, [-339, -861]
2023-09-24_04:54:00.163525158, [-158, -684]
2023-09-24_04:54:00.163623785, [-25, -534]
2023-09-24_04:54:00.163722413, [508, -499]
2023-09-24_04:54:00.163821041, [795, -509]
2023-09-24_04:54:00.163919669, [471, -784]
2023-09-24_04:54:00.164018297, [134, -999]
2023-09-24_04:54:00.164116925, [-122, -824]
2023-09-24_04:54:00.164215553, [-35, -736]
2023-09-24_04:54:00.164314181, [141, -939]
2023-09-24_04:54:00.164412809, [35, -1123]
2023-09-24_04:54:00.164511437, [-247, -995]
2023-09-24_04:54:00.164610065, [-561, -723]
2023-09-24_04:54:00.164708693, [-623, -709]
2023-09-24_04:54:00.164807321, [-470, -685]
2023-09-24_04:54:00.164905949, [79, -568]
2023-09-24_04:54:00.165004577, [339, -602]
2023-09-24_04:54:00.165103205, [-345, -758]
2023-09-24_04:54:00.165201833, [-1125, -942]
2023-09-24_04:54:00.165300461, [-952, -859]
2023-09-24_04:54:00.165399089, [139, -693]
2023-09-24_04:54:00.165497717, [1017, -592]
2023-09-24_04:54:00.165596345, [1008, -555]
2023-09-24_04:54:00.165694973, [582, -688]
2023-09-24_04:54:00.165793601, [254, -698]
2023-09-24_04:54:00.165892229, [211, -668]
2023-09-24_04:54:00.165990857, [332, -723]
2023-09-24_04:54:00.166089484, [49, -658]
2023-09-24_04:54:00.166188112, [-211, -669]
2023-09-24_04:54:00.166286740, [105, -771]
2023-09-24_04:54:00.166385368, [177, -739]
2023-09-24_04:54:00.166483996, [-292, -727]
2023-09-24_04:54:00.166582624, [-441, -735]
2023-09-24_04:54:00.166681252, [7, -854]
2023-09-24_04:54:00.166779880, [754, -891]
2023-09-24_04:54:00.166878508, [1253, -850]
2023-09-24_04:54:00.166977136, [656, -929]
2023-09-24_04:54:00.167075764, [-423, -821]
2023-09-24_04:54:00.167174392, [-631, -711]
2023-09-24_04:54:00.167273020, [86, -826]
2023-09-24_04:54:00.167371648, [348, -974]
2023-09-24_04:54:00.167470276, [-275, -1039]
2023-09-24_04:54:00.167568904, [-420, -886]
2023-09-24_04:54:00.167667532, [-220, -761]
2023-09-24_04:54:00.167766160, [40, -845]
2023-09-24_04:54:00.167864788, [939, -857]
2023-09-24_04:54:00.167963416, [1705, -812]
2023-09-24_04:54:00.168062044, [1380, -951]
2023-09-24_04:54:00.168160672, [430, -958]
2023-09-24_04:54:00.168259300, [-338, -905]
2023-09-24_04:54:00.168357928, [-642, -870]
2023-09-24_04:54:00.168456556, [-626, -806]
2023-09-24_04:54:00.168555183, [-162, -858]
2023-09-24_04:54:00.168653811, [121, -856]
2023-09-24_04:54:00.168752439, [-159, -813]
2023-09-24_04:54:00.168851067, [-176, -781]
2023-09-24_04:54:00.168949695, [234, -735]
2023-09-24_04:54:00.169048323, [496, -789]
2023-09-24_04:54:00.169146951, [270, -855]
2023-09-24_04:54:00.169245579, [-208, -859]
2023-09-24_04:54:00.169344207, [-151, -557]
2023-09-24_04:54:00.169442835, [341, -498]
2023-09-24_04:54:00.169541463, [668, -674]
2023-09-24_04:54:00.169640091, [744, -740]
2023-09-24_04:54:00.169738719, [824, -753]
2023-09-24_04:54:00.169837347, [490, -559]
2023-09-24_04:54:00.169935975, [-358, -404]
2023-09-24_04:54:00.170034603, [-746, -399]
2023-09-24_04:54:00.170133231, [-566, -590]
2023-09-24_04:54:00.170231859, [-606, -604]
2023-09-24_04:54:00.170330487, [-894, -520]
2023-09-24_04:54:00.170429115, [-428, -586]
2023-09-24_04:54:00.170527743, [727, -722]
2023-09-24_04:54:00.170626371, [1683, -747]
2023-09-24_04:54:00.170724999, [1435, -614]
2023-09-24_04:54:00.170823627, [547, -553]
2023-09-24_04:54:00.170922255, [-123, -528]
2023-09-24_04:54:00.171020882, [-938, -460]
2023-09-24_04:54:00.171119510, [-1230, -482]
2023-09-24_04:54:00.171218138, [-1307, -596]
2023-09-24_04:54:00.171316766, [-1285, -620]
2023-09-24_04:54:00.171415394, [-291, -562]
2023-09-24_04:54:00.171514022, [804, -579]
2023-09-24_04:54:00.171612650, [1175, -657]
2023-09-24_04:54:00.171711278, [1167, -734]
2023-09-24_04:54:00.171809906, [544, -760]
2023-09-24_04:54:00.171908534, [-657, -772]
2023-09-24_04:54:00.172007162, [-1261, -708]
2023-09-24_04:54:00.172105790, [-1355, -572]
2023-09-24_04:54:00.172204418, [-1268, -483]
2023-09-24_04:54:00.172303046, [-780, -469]
2023-09-24_04:54:00.172401674, [-283, -504]
2023-09-24_04:54:00.172500302, [84, -545]
2023-09-24_04:54:00.172598930, [170, -544]
2023-09-24_04:54:00.172697558, [-305, -611]
2023-09-24_04:54:00.172796186, [-703, -709]
2023-09-24_04:54:00.172894814, [-678, -677]
2023-09-24_04:54:00.172993442, [-803, -512]
2023-09-24_04:54:00.173092070, [-658, -595]
2023-09-24_04:54:00.173190698, [-152, -799]
2023-09-24_04:54:00.173289326, [214, -848]
2023-09-24_04:54:00.173387954, [298, -901]
2023-09-24_04:54:00.173486581, [-623, -604]
2023-09-24_04:54:00.173585209, [-1503, -522]
2023-09-24_04:54:00.173683837, [-1452, -585]
2023-09-24_04:54:00.173782465, [-1256, -404]
2023-09-24_04:54:00.173881093, [-1116, -499]
2023-09-24_04:54:00.173979721, [-657, -666]
2023-09-24_04:54:00.174078349, [-240, -680]
2023-09-24_04:54:00.174176977, [-27, -605]
2023-09-24_04:54:00.174275605, [-88, -595]
2023-09-24_04:54:00.174374233, [-445, -743]
2023-09-24_04:54:00.174472861, [-348, -900]
2023-09-24_04:54:00.174571489, [72, -720]
2023-09-24_04:54:00.174670117, [-84, -457]
2023-09-24_04:54:00.174768745, [-722, -540]
2023-09-24_04:54:00.174867373, [-1309, -713]
2023-09-24_04:54:00.174966001, [-1408, -760]
2023-09-24_04:54:00.175064629, [-1386, -512]
2023-09-24_04:54:00.175163257, [-1390, -354]
2023-09-24_04:54:00.175261885, [-786, -541]
2023-09-24_04:54:00.175360513, [104, -716]
2023-09-24_04:54:00.175459141, [536, -736]
2023-09-24_04:54:00.175557769, [495, -834]
2023-09-24_04:54:00.175656397, [-79, -812]
2023-09-24_04:54:00.175755025, [-414, -601]
2023-09-24_04:54:00.175853653, [-196, -461]
2023-09-24_04:54:00.175952280, [-723, -385]
2023-09-24_04:54:00.176050908, [-1512, -439]
2023-09-24_04:54:00.176149536, [-1302, -479]
2023-09-24_04:54:00.176248164, [-1143, -582]
2023-09-24_04:54:00.176346792, [-1427, -789]
2023-09-24_04:54:00.176445420, [-924, -699]
2023-09-24_04:54:00.176544048, [316, -724]
2023-09-24_04:54:00.176642676, [1033, -790]
2023-09-24_04:54:00.176741304, [749, -648]
2023-09-24_04:54:00.176839932, [-240, -663]
2023-09-24_04:54:00.176938560, [-994, -709]
2023-09-24_04:54:00.177037188, [-1426, -645]
2023-09-24_04:54:00.177135816, [-1272, -624]
2023-09-24_04:54:00.177234444, [-941, -634]
2023-09-24_04:54:00.177333072, [-791, -615]
2023-09-24_04:54:00.177431700, [-459, -649]
2023-09-24_04:54:00.177530328, [-218, -520]
2023-09-24_04:54:00.177628956, [-569, -577]
2023-09-24_04:54:00.177727584, [-617, -775]
2023-09-24_04:54:00.177826212, [6, -704]
2023-09-24_04:54:00.177924840, [45, -565]
2023-09-24_04:54:00.178023468, [-37, -483]
2023-09-24_04:54:00.178122096, [380, -650]
2023-09-24_04:54:00.178220724, [770, -788]
2023-09-24_04:54:00.178319352, [765, -635]
2023-09-24_04:54:00.178417980, [542, -418]
2023-09-24_04:54:00.178516607, [485, -418]
2023-09-24_04:54:00.178615235, [131, -666]
2023-09-24_04:54:00.178713863, [26, -563]
2023-09-24_04:54:00.178812491, [276, -445]
2023-09-24_04:54:00.178911119, [-107, -519]
2023-09-24_04:54:00.179009747, [-548, -537]
2023-09-24_04:54:00.179108375, [-446, -681]
2023-09-24_04:54:00.179207003, [434, -780]
2023-09-24_04:54:00.179305631, [1548, -781]
2023-09-24_04:54:00.179404259, [1985, -725]
2023-09-24_04:54:00.179502887, [1857, -503]
2023-09-24_04:54:00.179601515, [1222, -396]
2023-09-24_04:54:00.179700143, [440, -480]
2023-09-24_04:54:00.179798771, [-133, -374]
2023-09-24_04:54:00.179897399, [-314, -330]
2023-09-24_04:54:00.179996027, [-14, -496]
2023-09-24_04:54:00.180094655, [340, -590]
2023-09-24_04:54:00.180193283, [363, -664]
2023-09-24_04:54:00.180291911, [336, -455]
2023-09-24_04:54:00.180390539, [839, -297]
2023-09-24_04:54:00.180489167, [1577, -420]
2023-09-24_04:54:00.180587795, [1689, -456]
2023-09-24_04:54:00.180686423, [1284, -561]
2023-09-24_04:54:00.180785051, [1173, -535]
2023-09-24_04:54:00.180883679, [1240, -411]
2023-09-24_04:54:00.180982306, [944, -418]
2023-09-24_04:54:00.181080934, [465, -458]
2023-09-24_04:54:00.181179562, [-366, -348]
2023-09-24_04:54:00.181278190, [-1041, -202]
2023-09-24_04:54:00.181376818, [-931, -223]
2023-09-24_04:54:00.181475446, [-352, -535]
2023-09-24_04:54:00.181574074, [453, -656]
2023-09-24_04:54:00.181672702, [1121, -577]
2023-09-24_04:54:00.181771330, [2004, -544]
2023-09-24_04:54:00.181869958, [1979, -461]
2023-09-24_04:54:00.181968586, [554, -471]
2023-09-24_04:54:00.182067214, [-379, -595]
2023-09-24_04:54:00.182165842, [-487, -713]
2023-09-24_04:54:00.182264470, [-111, -616]
2023-09-24_04:54:00.182363098, [286, -435]
2023-09-24_04:54:00.182461726, [230, -300]
2023-09-24_04:54:00.182560354, [-39, -436]
2023-09-24_04:54:00.182658982, [-461, -618]
2023-09-24_04:54:00.182757610, [-353, -589]
2023-09-24_04:54:00.182856238, [533, -675]
2023-09-24_04:54:00.182954866, [801, -726]
2023-09-24_04:54:00.183053494, [345, -631]
2023-09-24_04:54:00.183152122, [261, -523]
2023-09-24_04:54:00.183250750, [7, -379]
2023-09-24_04:54:00.183349378, [-337, -430]
2023-09-24_04:54:00.183448005, [-50, -525]
2023-09-24_04:54:00.183546633, [343, -479]
2023-09-24_04:54:00.183645261, [593, -379]
2023-09-24_04:54:00.183743889, [509, -320]
2023-09-24_04:54:00.183842517, [401, -486]
2023-09-24_04:54:00.183941145, [98, -546]
2023-09-24_04:54:00.184039773, [-419, -421]
2023-09-24_04:54:00.184138401, [-547, -503]
2023-09-24_04:54:00.184237029, [-688, -642]
2023-09-24_04:54:00.184335657, [-437, -617]
2023-09-24_04:54:00.184434285, [341, -572]
2023-09-24_04:54:00.184532913, [959, -470]
2023-09-24_04:54:00.184631541, [1116, -270]
2023-09-24_04:54:00.184730169, [869, -224]
2023-09-24_04:54:00.184828797, [803, -481]
2023-09-24_04:54:00.184927425, [571, -611]
2023-09-24_04:54:00.185026053, [-155, -450]
2023-09-24_04:54:00.185124681, [-400, -283]
2023-09-24_04:54:00.185223309, [-345, -474]
2023-09-24_04:54:00.185321937, [-585, -490]
2023-09-24_04:54:00.185420565, [-286, -273]
2023-09-24_04:54:00.185519193, [-34, -418]
2023-09-24_04:54:00.185617821, [-271, -813]
2023-09-24_04:54:00.185716449, [34, -951]
2023-09-24_04:54:00.185815077, [684, -675]
2023-09-24_04:54:00.185913704, [1103, -541]
2023-09-24_04:54:00.186012332, [972, -669]
2023-09-24_04:54:00.186110960, [501, -798]
2023-09-24_04:54:00.186209588, [-521, -939]
2023-09-24_04:54:00.186308216, [-1426, -895]
2023-09-24_04:54:00.186406844, [-1386, -698]
2023-09-24_04:54:00.186505472, [-998, -515]
2023-09-24_04:54:00.186604100, [-313, -523]
2023-09-24_04:54:00.186702728, [300, -711]
2023-09-24_04:54:00.186801356, [833, -762]
2023-09-24_04:54:00.186899984, [1296, -784]
2023-09-24_04:54:00.186998612, [819, -839]
2023-09-24_04:54:00.187097240, [-138, -719]
2023-09-24_04:54:00.187195868, [-605, -571]
2023-09-24_04:54:00.187294496, [-437, -510]
2023-09-24_04:54:00.187393124, [-234, -445]
2023-09-24_04:54:00.187491752, [-847, -456]
2023-09-24_04:54:00.187590380, [-1049, -525]
2023-09-24_04:54:00.187689008, [58, -712]
2023-09-24_04:54:00.187787636, [1064, -807]
2023-09-24_04:54:00.187886264, [854, -844]
2023-09-24_04:54:00.187984892, [5, -861]
2023-09-24_04:54:00.188083520, [-667, -760]
2023-09-24_04:54:00.188182148, [-1273, -610]
2023-09-24_04:54:00.188280776, [-1431, -497]
2023-09-24_04:54:00.188379403, [-506, -554]
2023-09-24_04:54:00.188478031, [733, -647]
2023-09-24_04:54:00.188576659, [806, -552]
2023-09-24_04:54:00.188675287, [-139, -451]
2023-09-24_04:54:00.188773915, [-910, -594]
2023-09-24_04:54:00.188872543, [-1192, -598]
2023-09-24_04:54:00.188971171, [-553, -630]
2023-09-24_04:54:00.189069799, [586, -529]
2023-09-24_04:54:00.189168427, [1417, -382]
2023-09-24_04:54:00.189267055, [1610, -349]
2023-09-24_04:54:00.189365683, [880, -228]
2023-09-24_04:54:00.189464311, [101, -135]
2023-09-24_04:54:00.189562939, [-232, -154]
2023-09-24_04:54:00.189661567, [-1106, -268]
2023-09-24_04:54:00.189760195, [-1744, -387]
2023-09-24_04:54:00.189858823, [-966, -379]
2023-09-24_04:54:00.189957451, [123, -231]
2023-09-24_04:54:00.190056079, [877, -274]
2023-09-24_04:54:00.190154707, [1273, -260]
2023-09-24_04:54:00.190253335, [1058, -204]
2023-09-24_04:54:00.190351963, [938, -239]
2023-09-24_04:54:00.190450591, [1073, -227]
2023-09-24_04:54:00.190549219, [819, -237]
2023-09-24_04:54:00.190647847, [354, -415]
2023-09-24_04:54:00.190746475, [-589, -391]
2023-09-24_04:54:00.190845102, [-1347, -282]
2023-09-24_04:54:00.190943730, [-980, -322]
2023-09-24_04:54:00.191042358, [-521, -479]
2023-09-24_04:54:00.191140986, [-539, -553]
2023-09-24_04:54:00.191239614, [23, -497]
2023-09-24_04:54:00.191338242, [1204, -402]
2023-09-24_04:54:00.191436870, [1766, -332]
2023-09-24_04:54:00.191535498, [1330, -424]
2023-09-24_04:54:00.191634126, [404, -547]
2023-09-24_04:54:00.191732754, [4, -395]
2023-09-24_04:54:00.191831382, [-87, -304]
2023-09-24_04:54:00.191930010, [-365, -337]
2023-09-24_04:54:00.192028638, [-222, -317]
2023-09-24_04:54:00.192127266, [-180, -305]
2023-09-24_04:54:00.192225894, [-513, -319]
2023-09-24_04:54:00.192324522, [-856, -383]
2023-09-24_04:54:00.192423150, [-693, -324]
2023-09-24_04:54:00.192521778, [-158, -341]
2023-09-24_04:54:00.192620406, [-411, -449]
2023-09-24_04:54:00.192719034, [-360, -414]
2023-09-24_04:54:00.192817662, [331, -235]
2023-09-24_04:54:00.192916290, [1192, -225]
2023-09-24_04:54:00.193014918, [1596, -290]
2023-09-24_04:54:00.193113546, [803, -128]
2023-09-24_04:54:00.193212174, [65, -6]
2023-09-24_04:54:00.193310801, [-267, 20]
2023-09-24_04:54:00.193409429, [-1006, -39]
2023-09-24_04:54:00.193508057, [-1132, -159]
2023-09-24_04:54:00.193606685, [-392, -300]
2023-09-24_04:54:00.193705313, [-127, -346]
2023-09-24_04:54:00.193803941, [-168, -326]
2023-09-24_04:54:00.193902569, [-39, -436]
2023-09-24_04:54:00.194001197, [25, -450]
2023-09-24_04:54:00.194099825, [-339, -331]
2023-09-24_04:54:00.194198453, [-482, -139]
2023-09-24_04:54:00.194297081, [324, 32]
2023-09-24_04:54:00.194395709, [675, 144]
2023-09-24_04:54:00.194494337, [-4, 43]
2023-09-24_04:54:00.194592965, [-419, -41]
2023-09-24_04:54:00.194691593, [-321, -92]
2023-09-24_04:54:00.194790221, [-469, -51]
2023-09-24_04:54:00.194888849, [-729, -41]
2023-09-24_04:54:00.194987477, [-372, -150]
2023-09-24_04:54:00.195086105, [-16, -246]
2023-09-24_04:54:00.195184733, [-164, -366]
2023-09-24_04:54:00.195283361, [-252, -388]
2023-09-24_04:54:00.195381989, [-233, -467]
2023-09-24_04:54:00.195480617, [-405, -443]
2023-09-24_04:54:00.195579245, [-197, -292]
2023-09-24_04:54:00.195677873, [9, -158]
2023-09-24_04:54:00.195776500, [-172, 11]
2023-09-24_04:54:00.195875128, [-309, 116]
2023-09-24_04:54:00.195973756, [-664, -45]
2023-09-24_04:54:00.196072384, [-745, -320]
2023-09-24_04:54:00.196171012, [-598, -472]
2023-09-24_04:54:00.196269640, [-933, -560]
2023-09-24_04:54:00.196368268, [-926, -618]
2023-09-24_04:54:00.196466896, [-386, -665]
2023-09-24_04:54:00.196565524, [-130, -570]
2023-09-24_04:54:00.196664152, [-288, -316]
2023-09-24_04:54:00.196762780, [-519, -341]
2023-09-24_04:54:00.196861408, [-740, -378]
2023-09-24_04:54:00.196960036, [-806, -321]
2023-09-24_04:54:00.197058664, [-820, -331]
2023-09-24_04:54:00.197157292, [-673, -250]
2023-09-24_04:54:00.197255920, [-111, -156]
2023-09-24_04:54:00.197354548, [779, -228]
2023-09-24_04:54:00.197453176, [1366, -300]
2023-09-24_04:54:00.197551804, [959, -205]
2023-09-24_04:54:00.197650432, [-82, -103]
2023-09-24_04:54:00.197749060, [-927, -150]
2023-09-24_04:54:00.197847688, [-1180, -393]
2023-09-24_04:54:00.197946316, [-1259, -426]
2023-09-24_04:54:00.198044944, [-925, -171]
2023-09-24_04:54:00.198143572, [-300, -71]
2023-09-24_04:54:00.198242200, [339, -134]
2023-09-24_04:54:00.198340827, [1105, -303]
2023-09-24_04:54:00.198439455, [1223, -415]
2023-09-24_04:54:00.198538083, [626, -248]
2023-09-24_04:54:00.198636711, [589, -24]
2023-09-24_04:54:00.198735339, [1011, 49]
2023-09-24_04:54:00.198833967, [795, -124]
2023-09-24_04:54:00.198932595, [-311, -279]
2023-09-24_04:54:00.199031223, [-1107, -294]
2023-09-24_04:54:00.199129851, [-597, -305]
2023-09-24_04:54:00.199228479, [-39, -327]
2023-09-24_04:54:00.199327107, [130, -102]
2023-09-24_04:54:00.199425735, [342, 9]
2023-09-24_04:54:00.199524363, [186, -46]
2023-09-24_04:54:00.199622991, [126, 48]
2023-09-24_04:54:00.199721619, [386, 66]
2023-09-24_04:54:00.199820247, [686, -69]
2023-09-24_04:54:00.199918875, [910, -370]
2023-09-24_04:54:00.200017503, [1071, -501]
2023-09-24_04:54:00.200116131, [713, -286]
2023-09-24_04:54:00.200214759, [21, -228]
2023-09-24_04:54:00.200313387, [-115, -336]
2023-09-24_04:54:00.200412015, [-377, -521]
2023-09-24_04:54:00.200510643, [-735, -549]
2023-09-24_04:54:00.200609271, [-365, -471]
2023-09-24_04:54:00.200707899, [53, -595]
2023-09-24_04:54:00.200806526, [179, -517]
2023-09-24_04:54:00.200905154, [-100, -312]
2023-09-24_04:54:00.201003782, [-489, -272]
2023-09-24_04:54:00.201102410, [-95, -257]
2023-09-24_04:54:00.201201038, [837, -180]
2023-09-24_04:54:00.201299666, [1324, -324]
2023-09-24_04:54:00.201398294, [1121, -483]
2023-09-24_04:54:00.201496922, [-41, -604]
2023-09-24_04:54:00.201595550, [-818, -676]
2023-09-24_04:54:00.201694178, [-492, -626]
2023-09-24_04:54:00.201792806, [-776, -682]
2023-09-24_04:54:00.201891434, [-1089, -611]
2023-09-24_04:54:00.201990062, [-802, -533]
2023-09-24_04:54:00.202088690, [-215, -525]
2023-09-24_04:54:00.202187318, [74, -326]
2023-09-24_04:54:00.202285946, [72, -125]
2023-09-24_04:54:00.202384574, [769, -52]
2023-09-24_04:54:00.202483202, [1453, -80]
2023-09-24_04:54:00.202581830, [1029, -380]
2023-09-24_04:54:00.202680458, [91, -617]
2023-09-24_04:54:00.202779086, [-232, -681]
2023-09-24_04:54:00.202877714, [151, -593]
2023-09-24_04:54:00.202976342, [130, -645]
2023-09-24_04:54:00.203074970, [-619, -735]
2023-09-24_04:54:00.203173598, [-1019, -611]
2023-09-24_04:54:00.203272225, [-696, -486]
2023-09-24_04:54:00.203370853, [-448, -399]
2023-09-24_04:54:00.203469481, [-59, -426]
2023-09-24_04:54:00.203568109, [896, -570]
2023-09-24_04:54:00.203666737, [1251, -596]
2023-09-24_04:54:00.203765365, [1116, -463]
2023-09-24_04:54:00.203863993, [1226, -361]
2023-09-24_04:54:00.203962621, [779, -414]
2023-09-24_04:54:00.204061249, [10, -525]
2023-09-24_04:54:00.204159877, [-587, -612]
2023-09-24_04:54:00.204258505, [-643, -651]
2023-09-24_04:54:00.204357133, [-318, -620]
2023-09-24_04:54:00.204455761, [116, -616]
2023-09-24_04:54:00.204554389, [515, -661]
2023-09-24_04:54:00.204653017, [395, -572]
2023-09-24_04:54:00.204751645, [-99, -516]
2023-09-24_04:54:00.204850273, [-296, -518]
2023-09-24_04:54:00.204948901, [305, -461]
2023-09-24_04:54:00.205047529, [1107, -454]
2023-09-24_04:54:00.205146157, [1505, -491]
2023-09-24_04:54:00.205244785, [998, -288]
2023-09-24_04:54:00.205343413, [14, -129]
2023-09-24_04:54:00.205442041, [-519, -272]
2023-09-24_04:54:00.205540669, [-198, -568]
2023-09-24_04:54:00.205639297, [412, -567]
2023-09-24_04:54:00.205737924, [432, -170]
2023-09-24_04:54:00.205836552, [213, -16]
2023-09-24_04:54:00.205935180, [99, -245]
2023-09-24_04:54:00.206033808, [-73, -410]
2023-09-24_04:54:00.206132436, [-312, -365]
2023-09-24_04:54:00.206231064, [-423, -485]
2023-09-24_04:54:00.206329692, [-372, -520]
2023-09-24_04:54:00.206428320, [-109, -426]
2023-09-24_04:54:00.206526948, [150, -366]
2023-09-24_04:54:00.206625576, [682, -271]
2023-09-24_04:54:00.206724204, [1051, -299]
2023-09-24_04:54:00.206822832, [581, -371]
2023-09-24_04:54:00.206921460, [-139, -494]
2023-09-24_04:54:00.207020088, [-370, -699]
2023-09-24_04:54:00.207118716, [-255, -686]
2023-09-24_04:54:00.207217344, [-321, -528]
